Venue ID,Model ID,True Value,Model Prediction,Experiment instance
4dc03b114cf4f7cf2890c7af2665de2a,4edb5b8d340f5e5cbba10c4ea550ea1e,5273.916666666667,9029.240545563953,Experiment_SV_20240303
798ac7c2692ae10a9a3fd344e1f0ea0c,4edb5b8d340f5e5cbba10c4ea550ea1e,15019.83333333333,7605.007020166609,Experiment_SV_20240303
951e7b4d1c1aaa5e97629b24b037afda,4edb5b8d340f5e5cbba10c4ea550ea1e,12364.58333333333,9442.997082849972,Experiment_SV_20240303
e43077290077f0c28d3364ac00d36ec8,4edb5b8d340f5e5cbba10c4ea550ea1e,5172.416666666667,6907.097767941844,Experiment_SV_20240303
86c7a704d597682e133127acb03c1358,4edb5b8d340f5e5cbba10c4ea550ea1e,5138.0,7654.228543732847,Experiment_SV_20240303
3262efebdca1bd74a4babc5a38d84071,4edb5b8d340f5e5cbba10c4ea550ea1e,13660.0,8268.156687170487,Experiment_SV_20240303
297caa58ab64f61602e8cffd0d34e8f6,4edb5b8d340f5e5cbba10c4ea550ea1e,18767.58333333333,10076.96255471269,Experiment_SV_20240303
155fddf622daf7784051714d5eac4a7f,4edb5b8d340f5e5cbba10c4ea550ea1e,2510.083333333333,14909.05521285376,Experiment_SV_20240303
f6172351ea31fc75ee46d5809a974cd1,4edb5b8d340f5e5cbba10c4ea550ea1e,1883.583333333333,6829.261519829323,Experiment_SV_20240303
3ed89daf1a1bbaaa63decc8f7830800b,4edb5b8d340f5e5cbba10c4ea550ea1e,4346.0,8035.101851210963,Experiment_SV_20240303
6e7ab21f247c77119f363e6b80bc39d9,4edb5b8d340f5e5cbba10c4ea550ea1e,9728.0,7016.907602,Experiment_SV_20240303
375e6faa5d92095796c5e87d1c1ef19c,4edb5b8d340f5e5cbba10c4ea550ea1e,16326.5,11961.72276853687,Experiment_SV_20240303
b0ca778d2e815a3de6e2f3fb4f2649cd,4edb5b8d340f5e5cbba10c4ea550ea1e,8609.166666666666,15002.84114366839,Experiment_SV_20240303
6ee37bc641d92727471065194c70ddd8,4edb5b8d340f5e5cbba10c4ea550ea1e,9113.0,8326.216569969172,Experiment_SV_20240303
1660c455a8e4095feb97ab08fca5c318,4edb5b8d340f5e5cbba10c4ea550ea1e,19457.5,9928.375790617258,Experiment_SV_20240303
9de4b24d3620e6608be720f5df38a7fe,4edb5b8d340f5e5cbba10c4ea550ea1e,24683.0,9302.162064522528,Experiment_SV_20240303
533a9bd45c7f81e368f813a145445082,4edb5b8d340f5e5cbba10c4ea550ea1e,12799.83333333333,15678.99057608145,Experiment_SV_20240303
e40511d223e5c4e893901f0801eca769,4edb5b8d340f5e5cbba10c4ea550ea1e,12160.16666666667,13301.26860555621,Experiment_SV_20240303
186dc91de941f503beafa3f419c98d85,4edb5b8d340f5e5cbba10c4ea550ea1e,1610.166666666667,10780.41545414694,Experiment_SV_20240303
591440bd9e11548c6e309b4fa66215a9,4edb5b8d340f5e5cbba10c4ea550ea1e,4862.416666666667,8584.160833105754,Experiment_SV_20240303
1beef258340c6eaa94d0c3a61ebd0160,4edb5b8d340f5e5cbba10c4ea550ea1e,4030.916666666667,11842.53727526067,Experiment_SV_20240303
1ee43121d027d65d67486a89b5af930d,4edb5b8d340f5e5cbba10c4ea550ea1e,8259.333333333334,7999.823438678227,Experiment_SV_20240303
96c901bfbf093c6879f5de2f30688810,4edb5b8d340f5e5cbba10c4ea550ea1e,7998.583333333333,8076.878828719309,Experiment_SV_20240303
3aebc286acb997e676b438b404fa4a95,4edb5b8d340f5e5cbba10c4ea550ea1e,10981.5,8362.399437689268,Experiment_SV_20240303
a480284dbc3f6ecbd6f1caffe2aa9927,4edb5b8d340f5e5cbba10c4ea550ea1e,5051.75,9170.654293499469,Experiment_SV_20240303
c18aa9a956bea8ae97549b7bc71f814a,4edb5b8d340f5e5cbba10c4ea550ea1e,3216.25,7685.368100518269,Experiment_SV_20240303
a9a432eed6b6b86111ba5ea800887192,4edb5b8d340f5e5cbba10c4ea550ea1e,16542.0,14813.09209067615,Experiment_SV_20240303
6ede919d5116bbf513c50f510ee4ad55,4edb5b8d340f5e5cbba10c4ea550ea1e,6705.25,7362.489275765925,Experiment_SV_20240303
126fe17ab9674a870b25c8d2e848bf92,4edb5b8d340f5e5cbba10c4ea550ea1e,1503.1,7263.627966468223,Experiment_SV_20240303
fea74adfba21cea41c6826ea21b2b107,4edb5b8d340f5e5cbba10c4ea550ea1e,7196.166666666667,8298.420604098446,Experiment_SV_20240303
fd9fe7228d37b3295c7f36a30bd38018,4edb5b8d340f5e5cbba10c4ea550ea1e,32605.63636363636,9470.308677402048,Experiment_SV_20240303
d076ce7a4cdf70bde962d9d8c3e098af,4edb5b8d340f5e5cbba10c4ea550ea1e,6959.916666666667,7417.373987051164,Experiment_SV_20240303
ab1179c69325f382452b977a257aea1d,4edb5b8d340f5e5cbba10c4ea550ea1e,9445.916666666666,10574.58854240257,Experiment_SV_20240303
4f0bd0e6b7dde24df1c3ed9e70b81cc1,4edb5b8d340f5e5cbba10c4ea550ea1e,7514.083333333333,9061.981305405665,Experiment_SV_20240303
81a8febe11925c6b310e8def6e5b3525,4edb5b8d340f5e5cbba10c4ea550ea1e,18351.66666666667,6175.889348943742,Experiment_SV_20240303
a6ea3ea6c087a036d082491eaa8778ad,4edb5b8d340f5e5cbba10c4ea550ea1e,13775.81818181818,14665.08280434446,Experiment_SV_20240303
9088852a0fad18700bfc299356783126,4edb5b8d340f5e5cbba10c4ea550ea1e,5992.5,9636.490418403904,Experiment_SV_20240303
200dfd4e16e404937759450ce0c4799b,4edb5b8d340f5e5cbba10c4ea550ea1e,13566.09090909091,13907.14582242267,Experiment_SV_20240303
79292fed3b3c5a205824db15d1431575,4edb5b8d340f5e5cbba10c4ea550ea1e,12473.83333333333,11199.39595853602,Experiment_SV_20240303
17b8439b47c910039a50c45adee588e4,4edb5b8d340f5e5cbba10c4ea550ea1e,11713.16666666667,7403.443144691347,Experiment_SV_20240303
1265ec33ed88ab189fd124132532df5c,4edb5b8d340f5e5cbba10c4ea550ea1e,16053.41666666667,13309.15097724009,Experiment_SV_20240303
77e69ff0aedb6a59acee5fedf7954cf7,4edb5b8d340f5e5cbba10c4ea550ea1e,3530.416666666667,8767.986626138367,Experiment_SV_20240303
e6019fad4376ad9fe2c90efeebc6059c,4edb5b8d340f5e5cbba10c4ea550ea1e,9718.454545454546,7826.162645347117,Experiment_SV_20240303
0d2a9116229cf532d2fdaca1f4a49264,4edb5b8d340f5e5cbba10c4ea550ea1e,16356.66666666667,11144.68597992961,Experiment_SV_20240303
0bc2802fc0bd6876ce2f644a5aef6577,4edb5b8d340f5e5cbba10c4ea550ea1e,5003.666666666667,8367.979046755056,Experiment_SV_20240303
7eac5cfa12e9be59b615a1054b970204,4edb5b8d340f5e5cbba10c4ea550ea1e,14618.66666666667,8948.785784264059,Experiment_SV_20240303
696202a4c941b592d1b28db7ddd076b2,4edb5b8d340f5e5cbba10c4ea550ea1e,10163.83333333333,8646.152418,Experiment_SV_20240303
1ebe1fe16a59b6bd0ada16b29d0378dc,4edb5b8d340f5e5cbba10c4ea550ea1e,385.5,10829.04136128346,Experiment_SV_20240303
0c818c3a8658b3f2565ada0beebff630,4edb5b8d340f5e5cbba10c4ea550ea1e,6221.833333333333,14563.34700198067,Experiment_SV_20240303
998f55c989e91a96c68267ed73ce9c1b,4edb5b8d340f5e5cbba10c4ea550ea1e,1720.25,7489.601621696738,Experiment_SV_20240303
61b7e7e4530438fa15ebb853d1b3e54a,4edb5b8d340f5e5cbba10c4ea550ea1e,16374.91666666667,10992.91339485622,Experiment_SV_20240303
d25eb5f115e21baa38726ba94a632733,4edb5b8d340f5e5cbba10c4ea550ea1e,5441.833333333333,11527.69627194402,Experiment_SV_20240303
9c2b37c73ae30ac226c498b370a282f9,4edb5b8d340f5e5cbba10c4ea550ea1e,7791.333333333333,13046.39585479305,Experiment_SV_20240303
5c4aa9d7ff3ef81d8104660b67bce5fc,4edb5b8d340f5e5cbba10c4ea550ea1e,4052.75,7065.975259755619,Experiment_SV_20240303
9728e99077957660faf4dadbf344473d,4edb5b8d340f5e5cbba10c4ea550ea1e,9198.166666666666,8615.341925237182,Experiment_SV_20240303
c6d943dc9ce409351ea84212641b52d8,4edb5b8d340f5e5cbba10c4ea550ea1e,13606.0,8945.697117238358,Experiment_SV_20240303
adb90ad1ab0335e5a2cbabb6608a82be,4edb5b8d340f5e5cbba10c4ea550ea1e,6145.333333333333,8113.648231059054,Experiment_SV_20240303
6a8582165f6dbe3c3d4e77784c34ddc1,4edb5b8d340f5e5cbba10c4ea550ea1e,5116.416666666667,9276.394453139304,Experiment_SV_20240303
6772cb0609c70222983cf26b341bbf03,4edb5b8d340f5e5cbba10c4ea550ea1e,7888.5,11305.31588614059,Experiment_SV_20240303
9ae3ead77c0938cf996725e9f1c74664,4edb5b8d340f5e5cbba10c4ea550ea1e,5487.083333333333,8989.503149965269,Experiment_SV_20240303
dbf2da3423ed96514a038f032a863a29,4edb5b8d340f5e5cbba10c4ea550ea1e,10373.5,12996.19905968258,Experiment_SV_20240303
35c96afdd10a91467f14fc4a5de7f277,4edb5b8d340f5e5cbba10c4ea550ea1e,14744.66666666667,12186.57645107213,Experiment_SV_20240303
3c77720f2e5e400f5a050224dc5b42de,4edb5b8d340f5e5cbba10c4ea550ea1e,9148.666666666666,8510.837590195093,Experiment_SV_20240303
de10d7fc14797c82f4f2c7a6e6917d3d,4edb5b8d340f5e5cbba10c4ea550ea1e,18101.33333333333,10733.89740921442,Experiment_SV_20240303
c6e293e09c16b808c5466dfa75130e85,4edb5b8d340f5e5cbba10c4ea550ea1e,11098.41666666667,7499.287013537881,Experiment_SV_20240303
70585af13bf4b7c8feffa47254358685,4edb5b8d340f5e5cbba10c4ea550ea1e,22423.66666666667,13586.44722946327,Experiment_SV_20240303
9bd5ec773e0385409598a4bf8f618f0a,4edb5b8d340f5e5cbba10c4ea550ea1e,7766.25,9072.619097,Experiment_SV_20240303
01877886f16f76a58304369ef3340631,4edb5b8d340f5e5cbba10c4ea550ea1e,25064.75,11960.62448974411,Experiment_SV_20240303
092c2bef81ca9080f867c6c10be093d0,4edb5b8d340f5e5cbba10c4ea550ea1e,2477.666666666667,7204.798935509083,Experiment_SV_20240303
6e48e7d8903513641a0b529945edcea2,4edb5b8d340f5e5cbba10c4ea550ea1e,5684.916666666667,9053.103948233264,Experiment_SV_20240303
75f5f67e78bd3115c4aebd7ef526b790,4edb5b8d340f5e5cbba10c4ea550ea1e,3162.916666666667,14062.34262890949,Experiment_SV_20240303
dc1afb5388ad22b7eb93541637859522,4edb5b8d340f5e5cbba10c4ea550ea1e,8788.25,8168.471036421519,Experiment_SV_20240303
1c0c6533227e221738870818d84480c7,4edb5b8d340f5e5cbba10c4ea550ea1e,17593.5,14329.40120966528,Experiment_SV_20240303
c90e22f18151127bc936ae5257e1a909,4edb5b8d340f5e5cbba10c4ea550ea1e,8322.111111111111,9184.903830383586,Experiment_SV_20240303
505bea5076aebac015ef52986e232182,4edb5b8d340f5e5cbba10c4ea550ea1e,5948.833333333333,11547.94435766413,Experiment_SV_20240303
d4c6b2c5e81c15fe0674c3972efaffae,4edb5b8d340f5e5cbba10c4ea550ea1e,11197.33333333333,6817.328319553792,Experiment_SV_20240303
2abce75f95231facf0863d99db7e2502,4edb5b8d340f5e5cbba10c4ea550ea1e,2304.083333333333,7609.115879818524,Experiment_SV_20240303
1984ea97c2259765096ac7c3d36a9b11,4edb5b8d340f5e5cbba10c4ea550ea1e,3575.666666666667,7321.723259785051,Experiment_SV_20240303
04bb6ecfd39f6a235ab5aeeb17746b10,4edb5b8d340f5e5cbba10c4ea550ea1e,10086.41666666667,10368.27771409672,Experiment_SV_20240303
be33066c82fa37907d8769f8df239527,4edb5b8d340f5e5cbba10c4ea550ea1e,13436.0,14073.87998,Experiment_SV_20240303
83b648d027b1b12dbbb4aa134fac9145,4edb5b8d340f5e5cbba10c4ea550ea1e,5558.666666666667,11323.16027746557,Experiment_SV_20240303
279ae5aaeae45a0fd494eb71fac962fd,4edb5b8d340f5e5cbba10c4ea550ea1e,10174.5,11732.85995008168,Experiment_SV_20240303
6c3d0acba1f06da01beb5d963e357781,4edb5b8d340f5e5cbba10c4ea550ea1e,10760.83333333333,8853.760033,Experiment_SV_20240303
b10462ca232e00f1bb71e952d79a3d5d,4edb5b8d340f5e5cbba10c4ea550ea1e,14541.91666666667,10265.64871213911,Experiment_SV_20240303
68d78085b8099fa3c60da0aa60ae5a96,4edb5b8d340f5e5cbba10c4ea550ea1e,8914.727272727272,9573.120268585926,Experiment_SV_20240303
902c87ca62a0ec5161b96b9731fede49,4edb5b8d340f5e5cbba10c4ea550ea1e,6911.75,7588.849747116687,Experiment_SV_20240303
b9b6a28556842c9bf510ad56c4e77637,4edb5b8d340f5e5cbba10c4ea550ea1e,17518.91666666667,11088.60659049715,Experiment_SV_20240303
966bf9f0f6fee085fcaafa7b638a03a7,4edb5b8d340f5e5cbba10c4ea550ea1e,13496.91666666667,7499.907177376024,Experiment_SV_20240303
b5f4aeccb2c46f9ee1b0e17c2b2d25e3,4edb5b8d340f5e5cbba10c4ea550ea1e,7152.333333333333,8161.988134990715,Experiment_SV_20240303
87fd4bdc588e265daea112c768f24cb1,4edb5b8d340f5e5cbba10c4ea550ea1e,9343.083333333334,12857.58135430532,Experiment_SV_20240303
0e82ae5a33cebfc505ceeddcd5452dc7,4edb5b8d340f5e5cbba10c4ea550ea1e,779.4,11118.63190698778,Experiment_SV_20240303
5761f4fb8b250df2ca1f689ee7816dfc,4edb5b8d340f5e5cbba10c4ea550ea1e,14285.90909090909,12898.28128678796,Experiment_SV_20240303
bce411bc004cd683aab1f372be8ab4aa,4edb5b8d340f5e5cbba10c4ea550ea1e,15710.66666666667,9353.161064110953,Experiment_SV_20240303
17165f903e63b8dbdab19e18ff37ed12,4edb5b8d340f5e5cbba10c4ea550ea1e,5898.75,7281.821487327956,Experiment_SV_20240303
0a6cb68ac498d3fc7f0024e6bd9c71dd,4edb5b8d340f5e5cbba10c4ea550ea1e,7670.0,12419.53443733947,Experiment_SV_20240303
ba62617102c29f6037036bc3391a8973,4edb5b8d340f5e5cbba10c4ea550ea1e,18814.91666666667,8871.965097457016,Experiment_SV_20240303
0b0fe34f97d83c17746f29fe5cd876b5,4edb5b8d340f5e5cbba10c4ea550ea1e,1990.833333333333,6920.491409023351,Experiment_SV_20240303
0c471f988a4ba72858fbd7e2a8afa2bf,4edb5b8d340f5e5cbba10c4ea550ea1e,8005.166666666667,7272.522080757311,Experiment_SV_20240303
98c245209f9e09b138bce48690fd74d1,4edb5b8d340f5e5cbba10c4ea550ea1e,9402.0,11328.32725348193,Experiment_SV_20240303
da7aa6ac379bdd788f249b1b5c4eaa19,4edb5b8d340f5e5cbba10c4ea550ea1e,9237.333333333334,7284.609292663516,Experiment_SV_20240303
f131796b0220912d78f5182581b24dfb,4edb5b8d340f5e5cbba10c4ea550ea1e,4348.583333333333,12299.12253514673,Experiment_SV_20240303
e85de662aaba974210ad10745a52840d,4edb5b8d340f5e5cbba10c4ea550ea1e,3683.833333333333,12111.46912273886,Experiment_SV_20240303
1d2535f2380afe2b5f5c668ab8574277,4edb5b8d340f5e5cbba10c4ea550ea1e,13193.83333333333,10089.51368,Experiment_SV_20240303
6a4cdb7e24b9b8b25b0a2dd423035bde,4edb5b8d340f5e5cbba10c4ea550ea1e,7719.916666666667,13163.58264764365,Experiment_SV_20240303
4a824a101ab3cb27a44dcd79492d53d7,4edb5b8d340f5e5cbba10c4ea550ea1e,4141.4,9469.181857,Experiment_SV_20240303
8ca3b8763c4382aef979561795006d03,4edb5b8d340f5e5cbba10c4ea550ea1e,10209.33333333333,7911.860671400718,Experiment_SV_20240303
e219e02557d9eaa1a5b00b772161c237,4edb5b8d340f5e5cbba10c4ea550ea1e,11103.66666666667,7719.659867295043,Experiment_SV_20240303
2dba855f838b396dfb7871e65cbbde5a,4edb5b8d340f5e5cbba10c4ea550ea1e,3181.75,6784.281224101885,Experiment_SV_20240303
540297e1e8ca4a9603d2c4152f232804,4edb5b8d340f5e5cbba10c4ea550ea1e,6815.166666666667,7324.082696319286,Experiment_SV_20240303
d5bd81c0c3a240427201b1461e53f527,4edb5b8d340f5e5cbba10c4ea550ea1e,5008.25,7773.705155833492,Experiment_SV_20240303
d1057eaa67d5c78a5d5a3236855808fe,4edb5b8d340f5e5cbba10c4ea550ea1e,16976.58333333333,9967.583526,Experiment_SV_20240303
f1b3bf7458179031c1bd9af00eb0a577,4edb5b8d340f5e5cbba10c4ea550ea1e,13389.18181818182,8767.604771668675,Experiment_SV_20240303
dadc05583cbf5c2a464eb1b2918e83df,4edb5b8d340f5e5cbba10c4ea550ea1e,7013.666666666667,8138.487795,Experiment_SV_20240303
c7bdf3dbb85ca9423ee94a2b7e729936,4edb5b8d340f5e5cbba10c4ea550ea1e,18352.0,15265.42266992434,Experiment_SV_20240303
e712fafe48b2bbd61c9928eae4370473,4edb5b8d340f5e5cbba10c4ea550ea1e,6481.333333333333,6785.606938793389,Experiment_SV_20240303
cfd1d96a0a586c447bee69325c9dc290,4edb5b8d340f5e5cbba10c4ea550ea1e,17037.54545454546,8418.810063124372,Experiment_SV_20240303
2a1d96003ee60e8b8c4b81de9a8b9a27,4edb5b8d340f5e5cbba10c4ea550ea1e,6659.833333333333,6677.436028688573,Experiment_SV_20240303
9e756f872e2eac3d9c557ed3c6f1f950,4edb5b8d340f5e5cbba10c4ea550ea1e,3148.166666666667,10477.46818896245,Experiment_SV_20240303
cfdcc4278dc85be8cfafd0af507fce8f,4edb5b8d340f5e5cbba10c4ea550ea1e,6931.454545454545,7644.742088852167,Experiment_SV_20240303
cd6ec25277288bbca344c3ed110e9b55,4edb5b8d340f5e5cbba10c4ea550ea1e,3655.666666666667,23887.37862350483,Experiment_SV_20240303
